average_returns,signed_average_log_returns
-0.924533,-0.6546833409056402
-0.0114616,-0.011396413484371828
-0.0223877,-0.022140774052334136
-0.0239219,-0.023640254177397447
-0.014883,-0.014773334913585132
0.00518346,0.005170072114996354
0.000373568,0.0003734982408473387
-0.00206917,-0.0020670322162063474
-0.00150716,-0.0015060253742658104
0.00584069,0.005823699296349644
-0.00435144,-0.004341999860522682
-0.00319299,-0.003187903232552101
0.017148,0.01700263253556394
-0.0131942,-0.013107914691572471
-0.00660518,-0.006583461383043104
-0.0077824,-0.007752273329370513
0.00584602,0.005828998332202014
0.00185856,0.0018568350143587076
0.000952767,0.0009523134056121678
0.000325057,0.00032500418041931517
0.00249523,0.002492122082529228
0.00791258,0.007881439697767178
-0.00853743,-0.008501192249926954
0.000115499,0.0001154923305040413
0.0142127,0.014112646485353111
0.00829657,0.008262342645898986
-0.00479005,-0.00477861421461455
0.00688802,0.006864405964192299
-0.00578334,-0.005766680689333364
-0.0103033,-0.010250582802742754
0.00895933,0.008919433324227458
-0.000185777,-0.0001857597455900841
0.009377,0.009333308851069897
0.000411176,0.00041109149031328844
-0.0109866,-0.010926685746737972
0.0017723,0.0017707313295179847
0.00719502,0.007169259335459059
-0.00345363,-0.0034476799155694136
-5.15752e-05,-5.1573870045100746e-05
0.00179907,0.0017974536119406898
-0.00369857,-0.0036917471080981103
-0.000377313,-0.00037724183535035107
0.00790225,0.007871190740525313
-0.000536214,-0.0005360702886441677
-0.0139912,-0.01389422663034682
0.00149032,0.0014892105752772498
-0.0034459,-0.0034399764905753004
-0.00293382,-0.0029295247490485217
-0.000296003,-0.00029595919975511825
-0.0018162,-0.0018145527030255938
0.0130855,0.013000624468900577
-0.00553128,-0.005516038647742115
0.00862413,0.00858715462574517
-0.00354652,-0.003540245927651004
0.00207658,0.0020744268879761365
0.00577988,0.005763240578711335
-0.00202785,-0.0020257966875932114
0.000169322,0.00016930766664810304
-0.00194463,-0.0019427416547737602
0.00459222,0.00458170792794846
0.00533018,0.005316024867906257
0.000674451,0.0006742236601382876
-0.0031506,-0.0031456472598287975
0.000437053,0.00043695752015641726
0.000983499,0.0009830156817278992
0.0046199,0.0046092610167699135
-0.00184276,-0.001841064200772252
0.00741861,0.0073912274563816
0.00105529,0.0010547335729348222
-0.00195983,-0.0019579120386954483
0.00127029,0.001269483864269836
-0.00136693,-0.0013659966016841686
0.0010194,0.001018880764662375
-0.00787869,-0.007847815184646636
0.0199862,0.019789097792891692
0.00161466,0.001613357838052963
-0.0192347,-0.019052051567031388
-0.00382484,-0.003817543897851627
-0.0146796,-0.01457289763642899
0.00514526,0.005132068379960824
-0.00382783,-0.003820522500719226
-0.00140576,-0.0014047728444387723
0.00431472,0.004305438284751335
0.000468983,0.00046887306184426324
0.0139402,0.013843929070961181
0.00414515,0.0041365825332018635
0.0117132,0.011645131490642974
-0.00222773,-0.0022252522886225417
-0.00932967,-0.009286417442117776
0.00274153,0.0027377788609723153
0.0075936,0.007564913749270028
-0.00122632,-0.0012255686838021232
-0.00527497,-0.005261106078890049
-0.0103649,-0.010311552733401418
-0.0148376,-0.014728599692385156
-0.0824075,-0.07918772689699868
0.00320007,0.0031949606732312764
0.0151761,0.015062094981739417
-0.0158414,-0.015717234608843566
0.00757438,0.007545838416403155
-0.00069657,-0.000696327507719581
-0.00158017,-0.0015789228450239444
0.000193873,0.0001938542090586004
-0.0109586,-0.01089898964498231
0.00158529,0.0015840347542518632
-0.0205614,-0.020352868042833403
-0.0146287,-0.014522732760041629
-0.0200342,-0.019836156145846256
-0.00211855,-0.002116309037451407
0.0195861,0.01939676062972054
-0.00593099,-0.005913470915026217
0.00924959,0.009207074508571524
-0.00615127,-0.006132428166684567
-0.000165305,-0.00016529133863399484
0.0199315,0.019735468178311545
0.0102218,0.010169910704144029
-0.00391827,-0.003910613573550766
-0.00356593,-0.003559587145927644
0.00750149,0.007473493745795997
-0.00644339,-0.006422720104606531
-0.0310067,-0.030535703558809264
-0.00191039,-0.0019085675257458706
0.0007465,0.0007462215074628343
0.00198187,0.0019799086866028087
0.00458764,0.0045771488537797505
-0.0127406,-0.012660121398738358
0.0100648,0.010014487210946534
0.00933358,0.009290291292795945
-0.0155024,-0.015383465403308687
-0.00228175,-0.0022791507615926745
0.0162346,0.016104228013526525
0.00494309,0.004930913042005944
0.00288801,0.0028838477110157217
-0.024411,-0.024117813278552787
0.000690302,0.0006900638511645073
0.167337,0.15472508625286743
-0.0158365,-0.01571241100959094
0.0130653,0.012980685183038269
-0.0209177,-0.020701928685793434
0.0029903,0.002985837945995299
-0.00150821,-0.0015070737935797373
-0.00300096,-0.002996466107954589
-0.0213992,-0.02117345199240776
0.00135484,0.0013539230324233252
-0.00440947,-0.004399776771380773
-0.00253812,-0.002534904413313444
0.00192955,0.001927690809615124
-0.00206473,-0.002062601374534533
-0.00153101,-0.001529839199042926
0.00255561,0.002552349981806088
0.00461705,0.004606424118911747
0.016949,0.01680696831636998
-0.00901997,-0.008979533048757092
-0.00301672,-0.0030121788308856497
-0.000412818,-0.00041273281409281553
-0.015728,-0.015605596778388181
0.0122234,0.012149297491501924
0.00561863,0.005602904375275003
0.00470293,0.0046919057753000894
0.00293371,0.0029294150708186733
-0.00937699,-0.009333298943968735
0.00077212,0.0007718220687020789
0.0,0.0
-0.00408932,-0.00408098145588903
0.00209259,0.0020904035831972693
0.00213149,0.0021292215980021653
-0.00451261,-0.0045024587032659776
0.00399062,0.003982678596412747
-0.00181023,-0.001808593508326792
-0.00256577,-0.0025624840316460906
0.00453817,0.004527903555388011
-0.0186742,-0.018501977896777475
0.00163874,0.0016373987307339985
0.00239785,0.002394979745066945
0.00591396,0.005896541180952617
0.00102852,0.0010279914356997228
0.00847161,0.008435927297001048
0.0032349,0.0032296789676432786
0.00114363,0.0011429765533648828
-0.00848293,-0.00844715214096815
-0.0130173,-0.012933303106898848
0.00535176,0.005337490222094328
-0.0107579,-0.010700445486432586
-0.00149006,-0.0014889509621501358
0.00886274,0.008823696438889717
9.22825e-05,9.227824223203985e-05
-0.00638609,-0.006365785326390266
0.00177253,0.001770960922583791
0.00127012,0.0012693140799307525
-0.00944265,-0.009398346854859034
0.000548503,0.0005483526272135991
0.00224385,0.0022413363280882922
-0.00447492,-0.004464937315560378
-0.00131802,-0.0013171521740973692
-0.0103174,-0.010264538910388518
0.000806112,0.0008057872662245386
0.0146985,0.014591524032368266
0.0248737,0.024569385486028612
-0.00377783,-0.0037707119218724438
0.0254258,0.025107940963747206
-0.01794,-0.017780977295087024
-0.00504756,-0.0050348637744076835
-0.0182849,-0.018119741449575486
0.00530866,0.005294618736111029
0.00473511,0.0047239346304946
0.00478294,0.004771538084476047
0.00576684,0.005750275431175331
0.0116382,0.011570997061957626
0.0165776,0.01644169155615493
0.000702102,0.0007018556416964922
0.0230466,0.022785038229180248
0.00655245,0.006531076016665152
0.0279248,0.027542012606280777
0.00681661,0.006793481957795259
0.00564205,0.005626193250987581
-0.0110135,-0.010953293064909312
0.017728,0.017572691856826535
0.0205269,0.020319062547987064
0.0108599,0.01080135476818362
-0.00428439,-0.0042752381319669346
-0.00182084,-0.001819184280409498
-0.0236633,-0.023387663954167737
0.0123966,0.012320391326811769
0.0155527,0.015432996309693534
-0.0242153,-0.023926758423311215
0.00234235,0.0023396109745757072
-0.0091348,-0.009093330069511768
-0.00667852,-0.006656317483782846
-0.0141227,-0.014023903765525743
-0.00832927,-0.008294773054509506
